category,state,2001_recession_b,2001_recession_intercept,2008_recession_b,2008_recession_intercept,all_recession_b,all_recession_intercept
HuntingandFishingLicense,CO,0.07103170001289165,0.053613060940886116,0.8587996304012576,-0.0027632387833399982,0.4035999289848024,0.022745778136580477
HuntingandFishingLicense,CT,1.0638097567566658,-0.10608155624223906,0.16974861387644022,0.46616662046028584,0.47907798381048977,0.2523282980527761
HuntingandFishingLicense,DC,,,,,,
HuntingandFishingLicense,DE,-27.007258410456153,0.7667080852938813,1.365108344895472,-0.6124886424970866,-3.9287141159385706,-0.04982474160300196
HuntingandFishingLicense,FL,0.06866604404056946,0.0058989644439651065,-0.04080913627378412,0.021675981090932092,0.0002849969162065466,0.014395033885361012
HuntingandFishingLicense,GA,0.012851788678208038,0.008425240613865499,-0.30309585243544795,0.02674122282019651,-0.2119258537066445,0.018827380800862492
HuntingandFishingLicense,HI,,,,,,
HuntingandFishingLicense,IA,-0.8224157629660175,0.12274988578984339,-0.009165131772815072,0.006186523739622023,-0.05949365924160897,0.026814369101264727
HuntingandFishingLicense,ID,0.4564256984910471,0.011247233896085694,0.014023565492640864,-0.00308171102310383,0.012193614014733194,0.007027256454150253
HuntingandFishingLicense,IL,0.5395363400689047,0.0014066191658874197,-0.13025971437306533,0.020909143266784426,-0.032889694466740754,0.024058077880246807
HuntingandFishingLicense,IN,1.2871310844577069,0.03935259755124146,0.23220572957764446,0.023740351710374447,0.5323799838555222,0.04260353512002123
HuntingandFishingLicense,KS,-0.4705915908356597,0.07924395294728309,0.18075947504743323,0.017755497996635176,0.12449304333489969,0.025832117091216508
HuntingandFishingLicense,KY,,,,,,
HuntingandFishingLicense,LA,-5.257190506430834,0.24234700452452898,0.2050173277893613,0.038614491705175114,-0.9302619567010587,0.10119224899613816
HuntingandFishingLicense,MA,-0.002024012610276176,0.26116303264031226,-0.46945156869184124,0.05472650525858524,-0.019268706779072713,0.128065140913831
HuntingandFishingLicense,MD,-0.28202858904397354,0.014314867853444501,-0.105590743193194,0.032268856437248174,-0.1252364467153037,0.023656703478128024
HuntingandFishingLicense,ME,-1.9588668747982632,0.5324921882886261,0.05052773842699619,-0.03183934789584024,-0.43915989204149763,0.1785112036743109
HuntingandFishingLicense,MI,40.03511832263516,-0.9711919977778516,-0.020268727821802283,0.004431602941077286,10.207916709694663,0.7268390777674774
HuntingandFishingLicense,MN,-0.9486252850786443,0.10144751259787298,0.04346895832870058,-0.006032390332427716,-0.09321476136719371,0.013480926633003118
HuntingandFishingLicense,MO,-0.12757652732573058,0.01604511094626458,0.056672861857521094,0.006708242085937735,0.0071016140956589235,0.0069526834054849385
HuntingandFishingLicense,MS,0.6161209791293094,0.04397837592702463,0.041774136593542434,-0.0008855554960773118,0.24675898163500043,0.015162153846954678
HuntingandFishingLicense,MT,-2.603876391346323,0.052241444467291585,-0.12409694102951187,0.021533411068119856,-0.32931066368794315,0.04524636114858391
HuntingandFishingLicense,NC,0.0665702685198946,-0.00013021105353471472,-0.03405225084854694,0.02186223239645367,-0.014259180141458888,0.015340296206471316
HuntingandFishingLicense,ND,-1.4929048570966468,0.4659626639976546,0.3471435782787839,-0.01782831584135748,-0.025443820693904693,0.1581332219583622
HuntingandFishingLicense,NE,0.0033217432390832686,0.02777523525416273,0.08940143927807566,0.004805250058272786,0.09176273756081832,0.012156333344127615
HuntingandFishingLicense,NH,0.16392382650254125,0.011366667188253188,0.00965306579392698,0.03088267521170787,0.05541635880057471,0.024787635110903445
HuntingandFishingLicense,NJ,1.0034223121733061,-0.03357895356142887,-0.10062499684348475,0.004695480569661027,0.2342500347939516,-0.007380593864696914
HuntingandFishingLicense,NM,14.06794191905551,-0.07879078473262718,-0.6637737874006002,0.16725840163469655,-0.028297530626137657,0.16827554047771037
HuntingandFishingLicense,NV,-0.6579502731173487,0.4442499375894185,0.02287311027586504,0.05359167611871283,-0.42317716288819685,0.23168409869159448
HuntingandFishingLicense,NY,0.5902046220286085,-0.09366615533904005,2.0924706673752613,-0.28629986892261816,1.4288561951339362,-0.199296066637332
HuntingandFishingLicense,OH,-0.9322266261642703,0.10825248255351141,0.14726235661868808,0.0029374134107543765,-0.1792286107420196,0.032952672007770224
HuntingandFishingLicense,OK,0.6592213321289085,0.04132217446307451,0.15225403069574364,0.053330412161253934,0.28990683501137593,0.05743096543740992
HuntingandFishingLicense,OR,-0.2644292054531291,0.04285583599718877,0.0015204267988274999,0.01537842085065693,-0.04061579904298203,0.02168364625334339
HuntingandFishingLicense,PA,1.6337176616791995,0.012157337230043877,0.327127173552418,-0.004661200261935908,0.5107655419201691,0.014205154265117939
HuntingandFishingLicense,RI,25.918210555614785,2.810224163915092,-1.1966230876150765,0.5039198096631385,-2.5835758921127434,1.8964076629698514
HuntingandFishingLicense,SC,-1.2319205846819867,0.20554504219510333,0.05309501749688261,0.03078778717358578,-0.25483793649478,0.07691047715556415
HuntingandFishingLicense,SD,-1.6044313084103499,0.13600252091190576,-0.2911422855352367,0.04357999309727198,-0.47872381708609696,0.06059679085948509
HuntingandFishingLicense,TN,0.26848526582195076,-0.013602650817854275,0.13578783568554695,-0.009303168565405948,0.17114440909270487,-0.009583049476855033
HuntingandFishingLicense,TX,-0.0773149587866109,0.028394166818934453,0.25893523570931104,0.0037502649140612205,0.1538688883206298,0.011126024708103777
HuntingandFishingLicense,US,,,,,,
HuntingandFishingLicense,UT,-22.838584986930954,-0.4208698360725849,-0.028681619750037024,0.009617559153938903,-1.9946416924944013,-0.7109155444072164
HuntingandFishingLicense,VA,-0.03687376963191628,0.007610340581840965,-0.13748313098065196,0.033159065027408494,-0.08619584624591348,0.02238956676857392
HuntingandFishingLicense,VT,0.9092124089507012,-0.04040535683467925,-0.11675609074767399,0.0683371105915352,-0.016944782385019546,0.047076307886895076
HuntingandFishingLicense,WA,-0.5546215236084611,0.03482290824851613,0.020267477717565152,0.02621947800411003,-0.050441006396205315,0.020387453528298446
HuntingandFishingLicense,WI,0.11804198123113382,-0.018310038313499997,0.0027320707615895484,-0.005764947923651267,0.0128824179796394,-0.0076345559869955195
HuntingandFishingLicense,WV,-26.313389508372353,1.5569932783328313,0.8744700756909086,-0.3959632309467072,-3.091106214377147,0.46087733541742226
HuntingandFishingLicense,WY,-0.8716734213591673,0.03669362872672087,0.15015829604046765,0.018254831612283026,0.09922011522715861,0.027463951575044804
InsurancePremiumsSales,AK,4.656166756198707,0.02952448481083697,-0.4780136652701801,0.03378826946600635,1.4802096508580262,0.059211599414231694
InsurancePremiumsSales,AL,-0.5487925953188832,0.043157108590315255,-0.08680534524972922,0.008869463065654783,-0.13062259002065907,0.018490537176796884
InsurancePremiumsSales,AR,0.4669910609389875,0.02701966456662136,-0.09536887700324095,0.02186295229273189,0.012930034770819953,0.02954043792023025
InsurancePremiumsSales,AZ,-1.3460269798433422,0.25127714680937574,0.023576290292025494,-0.0009201185000982889,-0.31528317515693444,0.09509946568248596
InsurancePremiumsSales,CA,0.3036949068236314,0.04445357359244572,-0.15288271158759142,0.010367552868172158,-0.08431572619443753,0.02745703023672755
InsurancePremiumsSales,CO,0.023310602056931196,0.044809253174021804,0.08548769675006278,0.0016909640022354216,0.07091206860178931,0.017177528883979255
InsurancePremiumsSales,CT,0.1035922289560201,0.015737778489140618,-0.2105145888891698,0.012337109546987671,0.02663244937723752,0.007664411409079237
InsurancePremiumsSales,DC,-4.834583866537267,0.5314318866378448,-5.112642140002489,1.4755483558525069,-4.588933165526066,1.0861735021874688
InsurancePremiumsSales,DE,0.533093215171629,0.048119550350260366,-0.1908989697832404,0.04143133860035807,-0.08166750149045506,0.045080985344309876
InsurancePremiumsSales,FL,0.1666050032675744,0.21417881062169009,-0.19103542409950292,0.021446988769734117,-0.17598549749524434,0.10346359116849842
InsurancePremiumsSales,GA,0.2481500651577989,0.038643828300766264,-0.15662615164517416,0.01766629351808228,-0.06257553538741181,0.026359648346946235
InsurancePremiumsSales,HI,0.0196364327103226,0.02282191576248336,-0.15585787439635537,0.049104670216993745,-0.09186049441891017,0.034749032654308724
InsurancePremiumsSales,IA,2.021406166913515,-0.15026192427160934,-0.568073269533001,0.023001883343233335,-0.19830519398180582,0.02380932999067068
InsurancePremiumsSales,ID,0.16536473167347704,0.06088155002453137,0.019130809156209967,-0.018921850704988225,-0.012571544191861652,0.016121574990091665
InsurancePremiumsSales,IL,-0.8936386744766529,0.22995398828793287,-0.0005742918413175175,0.013074131190127073,-0.1494103648228852,0.08555035355081103
InsurancePremiumsSales,IN,-0.2922353830322127,0.1028293703467966,-0.06151523802660306,0.016392447029790293,-0.1117730607307088,0.04671014018102237
InsurancePremiumsSales,KS,1.9079181790272126,-0.06004716575434854,-0.42500966270596713,0.08855204489946128,-0.14391046857520304,0.08412829367986252
InsurancePremiumsSales,KY,0.7640972201318292,-0.14946256392057436,-0.2658534567598074,0.020322719143795097,-0.13516740236640717,-0.030920098611390126
InsurancePremiumsSales,LA,3.7481709983359974,0.01765149535948174,0.09853847499921237,0.059860800957224396,0.7961288605413933,0.05765792959207671
InsurancePremiumsSales,MA,-0.05336042619374148,0.032508217537433874,-0.355812508632859,-0.004453081765768406,-0.15928023650396583,0.010425627013642818
InsurancePremiumsSales,MD,0.22594965706745146,0.057648729556135994,-0.35511866022139,0.042300509823672686,-0.2744926473787813,0.05255547551166782
InsurancePremiumsSales,ME,-0.0850691495607976,0.0902126887804901,0.04792503778567068,0.014096573056620668,0.012234734470246977,0.04347354127110406
InsurancePremiumsSales,MI,0.39403355315441146,-0.020437493485578776,0.20277788779308184,0.012525584527183635,0.22873192826686162,0.006300414558892839
InsurancePremiumsSales,MN,-1.1212511100428837,0.1349544857750129,-0.22691797529862517,0.016980667519885806,-0.3310569330736851,0.0419122285470976
InsurancePremiumsSales,MO,-0.05271152336805704,0.03582039262591975,0.03176200630161267,-0.003580139306089555,0.03879070066652407,0.00870877519545496
InsurancePremiumsSales,MS,1.2572011525984315,0.008234348391912547,-0.24086376094724862,0.019019653471724688,0.34148442432037873,0.009041155656191376
InsurancePremiumsSales,MT,-2.1766655003174895,0.06046159284325521,-0.03313157659647023,0.04272531403187318,-0.19861882955025859,0.059329377645779
InsurancePremiumsSales,NC,0.2168402430158355,0.03279711295298211,0.10413466848118655,-0.004658043786908088,0.14055436078552067,0.011407090632721113
InsurancePremiumsSales,ND,0.4061287361773116,0.023179027663055074,-0.2931983536326329,0.032217334927657416,-0.033461548003480245,0.03313768201851588
InsurancePremiumsSales,NE,-0.0668372278957251,0.007118294110362853,0.9669734837182753,0.10279737547872,0.7065069511110319,0.0545483984028676
InsurancePremiumsSales,NH,-0.2649639055712738,0.09104003594022025,0.5481662463996109,-0.006723420066154864,0.3055882529884455,0.02346555901188628
InsurancePremiumsSales,NJ,0.34889755715496734,0.024716649939676812,-0.5074082625589601,0.0670845482686595,-0.2451766613989697,0.052541380599099685
InsurancePremiumsSales,NM,-2.078712497189418,0.25350393258329007,0.5768468162136658,0.37087826836504567,0.5534459267988164,0.3028621109547068
InsurancePremiumsSales,NV,0.8489347898428657,0.12354616341412406,-0.10559458716325892,0.007250125296474662,-0.06304019143812231,0.06357394890901094
InsurancePremiumsSales,NY,0.01641764625323674,0.04094891297735978,0.2290971596556826,0.006440856968897509,0.1324210645527726,0.021771442953701644
InsurancePremiumsSales,OH,0.8000887610381989,0.025720420442885306,-0.12004684762776544,0.013060967369523006,0.19407917348758977,0.026297066846861478
InsurancePremiumsSales,OK,-0.0395747319934478,0.09456360998144599,-0.13169207567595495,0.021742412854570008,-0.06891301101923114,0.05014166276639929
InsurancePremiumsSales,OR,-5.0022635953901275,1.201416083406185,-0.48028217910447274,0.349137537961482,-1.1661878990168444,0.6064186783561755
InsurancePremiumsSales,PA,-1.1171183302316017,0.13674603027045407,2.236474413162753,0.7291611959711435,1.951055079257351,0.45462588013845995
InsurancePremiumsSales,RI,1.869439597547205,0.078205327179682,-0.9304360654008261,0.15313411956174627,-0.7738966925196584,0.15536472444887767
InsurancePremiumsSales,SC,0.1342642810589817,0.05389574651437287,-0.9701712993531186,0.314332394653671,-0.7506430024026409,0.23381147757502607
InsurancePremiumsSales,SD,0.3214024652687396,0.020149114346029617,-0.030524208987934415,0.015169989384667808,0.027317680688186033,0.02202996174072625
InsurancePremiumsSales,TN,-0.19184749918279487,0.02852846063111138,-0.13091217426772883,0.059507622140034966,-0.15210393621110274,0.046910757987200444
InsurancePremiumsSales,TX,0.11038394903365432,0.061371305486858936,-0.22603011282351596,0.03439732628600019,-0.10968377241702157,0.04689251786783201
InsurancePremiumsSales,US,,,,,,
InsurancePremiumsSales,UT,0.0026888721811156296,0.046597257998452164,-0.08342692764374819,0.006701980104614509,-0.0770054701130755,0.024610365312620487
InsurancePremiumsSales,VA,0.07831840090718249,0.0350317749371473,1.047671813035994,-0.3216971078906117,0.5588148263397611,-0.17466362376754763
InsurancePremiumsSales,VT,3.200318072126081,-0.05516550168442341,-0.024932614648517322,0.008053769191106785,0.5385548516797339,0.04055640398999152
InsurancePremiumsSales,WA,-0.0028499352662630533,0.03184536580570241,-0.08426629142284045,0.01433298248095378,-0.07268146578262995,0.022467089063098997
InsurancePremiumsSales,WI,-1.906154087285533,0.2726055118050621,-0.2669879717055457,0.043086019848184734,-0.390042208337674,0.08859695642667868
InsurancePremiumsSales,WV,0.685356273643448,0.09284530896981853,-0.09187660789034827,0.03455214000950162,-0.02767509660225551,0.05667124303640887
InsurancePremiumsSales,WY,0.12472980327555792,0.04616104652360123,-0.13791226601088924,0.022310746328077308,-0.1381198898941924,0.03176053029175753
MotorFuelsSales,AK,-0.8126849936675933,0.03977183063079385,17.427649864084373,-0.1698118945110861,11.030771784219839,-0.19324687949443084
MotorFuelsSales,AL,0.028281906642056525,0.004046856514440054,-0.03437375671456086,0.0009913216241703392,-0.031219005940233194,0.0029046660696307987
MotorFuelsSales,AR,-0.011820711339148502,0.02473977038651145,-0.031184905330749125,0.000862554434627686,-0.022080534255371563,0.010264118895992495
MotorFuelsSales,AZ,-0.06416973005880364,0.029402722560813374,0.05802125959591134,-0.002534169902988797,0.024807570324873265,0.009950551229531153
MotorFuelsSales,CA,-0.04552602232444176,0.013927971656937828,-0.42753673048908303,0.08550281526400871,-0.30473144758388937,0.056243441257949445
MotorFuelsSales,CO,-0.11467986613424927,0.03695958810722646,0.11150364411103945,-0.015655695764119862,0.0009224657450423084,0.004361127067859771
MotorFuelsSales,CT,0.3506314503402728,-0.055043755557278556,0.10492677915651356,0.005550901141615796,0.2506824287639307,-0.01990246737967762
MotorFuelsSales,DC,-0.866973306901386,0.028817338464218925,0.14538954087020187,0.015443749500212007,0.01572806430482492,0.014659603278418193
MotorFuelsSales,DE,1.3299760617250433,-0.00992843770732509,-0.014028720385993737,-0.0005563599033640413,0.2021961258391941,-0.003149117295877534
MotorFuelsSales,FL,-0.09153687425094922,0.03387526647137743,-0.024078995697551852,0.0005904590130801997,-0.06089911693332646,0.015282862628858154
MotorFuelsSales,GA,-0.17238451903282392,0.023515251254140383,-0.3111762765276273,0.006778426489019253,-0.2838135593974908,0.013803370498433743
MotorFuelsSales,HI,-0.08665936817316792,0.023684112412311296,-0.035582836050918054,0.014755755537601908,-0.055434417831735756,0.019502444787565767
MotorFuelsSales,IA,-0.3528104451065218,0.03507046027338922,-0.13209546268700895,0.007050266511843305,-0.14958192174900148,0.011434038940517725
MotorFuelsSales,ID,-0.18256035408656188,0.013882462376159903,-0.0565375232793517,0.00962076867823642,-0.05947261933319297,0.010264687450423374
MotorFuelsSales,IL,0.09481560044616567,-0.0033248863860388827,0.004939107973479331,-0.008721347911354937,0.01720665406705033,-0.005079833641214015
MotorFuelsSales,IN,0.17283708486105354,-0.0019886913280277863,-0.10806673992666646,0.002688140088859337,-0.029650191676514327,0.004324602134476968
MotorFuelsSales,KS,-0.17611354045532604,0.03492771725194281,-0.0598025129291287,0.003505184841363985,-0.047141785554802126,0.011940437668853988
MotorFuelsSales,KY,-0.14390468677790197,0.005664415463316992,-0.07069622109981417,0.03616604642325306,-0.0881369943359827,0.02338207893240498
MotorFuelsSales,LA,0.6611312230632133,-0.007760599063854625,0.029053557002823093,0.0018577355792211154,0.1513669566224551,0.0005027741103828774
MotorFuelsSales,MA,-0.007931250662434691,0.006475215780298143,-0.05078622651749086,0.00027696938765709063,-0.0219965207424283,0.0027092249355668155
MotorFuelsSales,MD,-0.5929697426974484,0.04176842792088735,0.6141166761765081,0.02297086836061734,0.42819100704934165,0.022629669877702593
MotorFuelsSales,ME,-0.511826862007452,0.057096439669609755,-0.08420531510551224,0.010359653531258423,-0.18220970710988038,0.02587815907485913
MotorFuelsSales,MI,-0.403856132659778,0.06775240370284978,-0.0014633918998582201,-0.013446611841521485,-0.04649216657854083,0.0036998908539349583
MotorFuelsSales,MN,-0.04042510055651668,0.0110058991612894,0.2747730782890748,0.014005353574798464,0.19773993867151562,0.007271629738385452
MotorFuelsSales,MO,-0.13158841041499023,0.013820478677641395,-0.0566854710266114,-0.0009208464802650958,-0.06756384458655007,0.0029736180039701644
MotorFuelsSales,MS,-0.13556130323135807,0.020678964482555847,-0.20561488741614167,0.0017543846625089855,-0.18563226270465114,0.0091679077694545
MotorFuelsSales,MT,0.19588169120118185,0.03724642281969692,-0.1349576070316105,0.014441957018014932,-0.1439260330924898,0.023170043874833637
MotorFuelsSales,NC,0.06595526365865888,0.01572038086835546,-0.11094179263881283,0.02382127831107999,-0.0691307349895404,0.023859291301850456
MotorFuelsSales,ND,-0.11485506936896196,0.039627420749141634,-0.15724288515071477,0.03968630959479671,-0.1411692680698986,0.039931697125702076
MotorFuelsSales,NE,0.07506422543917057,0.007191165746360753,0.1441820219965834,-0.0011135683459285012,0.13819634629885463,0.0010631275748741566
MotorFuelsSales,NH,-0.0912554547293112,0.021241549622729065,-0.05664869534091308,0.014524609966427156,-0.0662869117020184,0.016779871017916035
MotorFuelsSales,NJ,-0.031007895246069946,0.014520960222617311,-0.08297635405087503,0.006749097800527808,-0.069101079285291,0.010088628190743382
MotorFuelsSales,NM,1.6364443923646166,-0.02403656764277057,-0.1281621931182489,0.013920295746627814,-0.04726117482274251,0.010483550727551402
MotorFuelsSales,NV,0.3413349695568309,0.01277041086401716,-0.11540329050596086,0.00758966436482809,-0.05074541383836327,0.011282513391713853
MotorFuelsSales,NY,-0.29287534235066315,0.01760828383696851,-1.3535443970104062,0.251088411804764,-0.8482763501406698,0.14907250368402447
MotorFuelsSales,OH,-0.06834234845632586,0.022431119776240183,-0.12113492191335262,0.009653168243703183,-0.09889610886767669,0.014980187423515963
MotorFuelsSales,OK,0.028788032574411652,-0.001334562954507001,-0.0585890550137578,0.004020590090313897,-0.03651863509694215,0.0035159431699059137
MotorFuelsSales,OR,-0.10500039043867622,0.007302102392413108,-0.09735755380810938,0.0374339053961036,-0.10102103865542052,0.02556434584798917
MotorFuelsSales,PA,1.4476818343921543,0.09591793747342553,-0.03396658905300106,-0.0019012971369972418,0.14761975537186128,0.051911106255951196
MotorFuelsSales,RI,-1.2871494469890115,0.06973057685527978,0.15699366965479916,-0.040131653397846336,0.008067879371345227,-0.00908248865149282
MotorFuelsSales,SC,-0.1429350357946603,0.05248152443813801,-0.05738586350481761,0.002880401789024214,-0.06234261371159403,0.020030319146552518
MotorFuelsSales,SD,-0.08224045391630891,0.01276154361811797,-0.07646518510359157,0.012492118813462223,-0.07732497665229812,0.012514350889114437
MotorFuelsSales,TN,-0.006874592745995421,0.0062875488404018276,-0.07515693042349426,0.0026131458368546913,-0.05607813009650875,0.004742382653724037
MotorFuelsSales,TX,-0.008768770086058275,0.009824667268211127,0.08012169341928098,0.006716945166496826,0.05160555733263664,0.007355251683518841
MotorFuelsSales,US,,,,,,
MotorFuelsSales,UT,0.004785107545434756,0.005280991066730903,-0.07968417874533845,0.006546760738481613,-0.07232907742113716,0.008080010885882978
MotorFuelsSales,VA,-0.005291477578599612,0.01146509381634988,-0.10527410723633043,0.019965894672807703,-0.05349877846894198,0.015872772735322657
MotorFuelsSales,VT,1.0853206121454886,-0.012048982093838527,-0.23906970775891184,0.02605183879690255,-0.018565271835426264,0.03506982120037327
MotorFuelsSales,WA,0.5433100836997015,0.025904195063870525,-0.062182755764255554,0.01596683777691196,0.013883343403564515,0.02952205133906126
MotorFuelsSales,WI,-0.7174846966312485,0.11929241379521022,-0.027159927698455887,0.002948208279008175,-0.07081734890053114,0.029395684119857924
MotorFuelsSales,WV,-0.1346532334171563,0.038356293656765156,-0.06607053058932535,0.026492298498550452,-0.07906259855736134,0.03148739211573868
MotorFuelsSales,WY,-0.8404899787713481,-0.012400145491092708,-0.08996415889275103,0.013857114925934489,-0.10886208145848245,0.004170635331315328
MotorVehiclesLicense,AK,0.874415879433651,-0.05410366873676587,-0.5090203617242172,0.025455577473703493,-0.2072585295028069,0.005332381127117402
MotorVehiclesLicense,AL,0.07736994188690427,-0.001538177383001082,-0.10766081183350028,0.012893236385956165,-0.08985870789335167,0.008748029798433015
MotorVehiclesLicense,AR,-1.1241743497309102,0.06405371938960872,-0.13967928332967958,0.02022926640089717,-0.3172855331523647,0.027165340108569577
MotorVehiclesLicense,AZ,-0.038461821687064045,0.024443486374942418,-0.054126986761895556,0.0035137528029623314,-0.05777618424211508,0.012303344745522757
MotorVehiclesLicense,CA,-0.7452859326025147,0.070502343437417,0.025840378770715634,0.025763881099429915,-0.15684761507611578,0.041421977888675535
MotorVehiclesLicense,CO,-0.39388595845501106,0.06895635565841998,0.213645512889598,0.06656452675702738,-0.16009457153576906,0.07192179715233707
MotorVehiclesLicense,CT,-0.1155729301387294,0.1296592099310867,-0.3187914655924103,0.033730461439763056,-0.1064658521219283,0.06300717455848265
MotorVehiclesLicense,DC,0.3624611265604744,0.05904666050756383,0.7513143703573145,0.06623631115839541,0.7079083317449258,0.060828708822096705
MotorVehiclesLicense,DE,0.8266400680262165,-0.06845549158632942,-0.1604243900902386,0.09279109486177084,0.0936642284742912,0.024517155421810002
MotorVehiclesLicense,FL,-0.17906982476383645,0.04634147221658297,-0.051197232436493365,0.014211928036965391,-0.10588309821157661,0.028650863109530064
MotorVehiclesLicense,GA,0.052310562661650885,0.017201464187692573,-0.09052027805106465,0.005955823264241645,-0.05930080090123942,0.010651996835354411
MotorVehiclesLicense,HI,-0.2788079570771183,0.02155849061960531,-0.42885731186577053,0.13044417287854626,-0.2913322418438037,0.07975313128054046
MotorVehiclesLicense,IA,0.07171223584466242,-0.001134630877980161,0.06725510968266839,0.02247381679460268,0.043211416714037866,0.014643111647901412
MotorVehiclesLicense,ID,-0.22153031273310878,0.0057305643419959225,-0.054045239352450355,0.014107976331659694,-0.05212924243842726,0.009033923474095616
MotorVehiclesLicense,IL,-0.5722740115212255,0.11387194645497603,-0.17488318769087216,0.022165975996914722,-0.24063341263425958,0.052487879347297504
MotorVehiclesLicense,IN,0.48579116023081287,0.01912667088700571,-0.08399425938605475,0.11263190562668644,0.06067254600447432,0.083743967450146
MotorVehiclesLicense,KS,-0.439806284243763,0.059614890877803625,-0.0428351889582072,0.012565532289237085,-0.06649136425045436,0.020763221670937564
MotorVehiclesLicense,KY,-1.2156453666440168,0.08796931669248031,0.06098213126330986,-0.012271613767754154,-0.12210740348579902,0.008718292099428237
MotorVehiclesLicense,LA,1.9481013527465567,0.03642605947138146,-0.29142195529948955,-0.011981557807867848,0.08840883598905977,0.018006098435803638
MotorVehiclesLicense,MA,0.005851003134070729,0.0549259147174336,0.11822682203405543,0.022826167465791726,0.09015892855742266,0.032751365372066354
MotorVehiclesLicense,MD,-0.3424597019838767,0.07637373342847972,-0.029254536088446467,-0.00017431460521090143,-0.10356910436255147,0.02938046314113433
MotorVehiclesLicense,ME,-0.12730270485109477,0.031153873272935225,0.1527014473695592,0.016000030593438068,0.08983581039147244,0.020002287826712886
MotorVehiclesLicense,MI,-1.1084454020471952,0.18347202808561364,-0.02056013057350037,0.0015507959496994996,-0.17269841866344268,0.03505419446393813
MotorVehiclesLicense,MN,0.23967713881047958,-0.03951497796647363,-0.044113263925611705,0.03142144941849929,-0.04137660032510938,0.011846262825062858
MotorVehiclesLicense,MO,-0.12036781246800421,0.020664561570255716,0.08200019340642695,-0.0037449623395196243,0.03954684820219022,0.0014312021771902854
MotorVehiclesLicense,MS,-0.07606592068209539,0.31932080396647694,-0.04076424950336136,0.009045433837276417,-0.17016607386779106,0.1350215230597034
MotorVehiclesLicense,MT,-9.430979037757353,0.3908159188560601,0.12074727156660495,0.007510472798961439,-1.0277818186625123,0.21600237823739737
MotorVehiclesLicense,NC,-0.014449237369365419,0.014971439531138785,-0.11355983751495491,0.003886605957091483,-0.08654851300600551,0.009788637837856017
MotorVehiclesLicense,ND,0.13995562348087037,0.029143335286086387,-0.5731558660399859,0.06036381813759765,-0.3231673165458849,0.05276955863105795
MotorVehiclesLicense,NE,0.44928738483331,-0.014364782670430298,-0.6934396988009589,0.04779276102586531,-0.5360636652281302,0.03941940160956977
MotorVehiclesLicense,NH,0.5983536302959486,0.012226647063533033,-0.09795811851405906,0.04814226736253282,0.12259672929801975,0.04043836363103319
MotorVehiclesLicense,NJ,-0.380908284233491,0.05320967542301827,0.12036473370429596,0.023020246819555966,-0.03420534753775657,0.03373296345610167
MotorVehiclesLicense,NM,1.1017900374756162,-0.0499669391729424,-0.17827451873054656,-0.028239125717238203,-0.12286064384858847,-0.028296776105905908
MotorVehiclesLicense,NV,-0.478731560731332,0.12309115038146874,-0.08060440865483706,0.011028629587700142,-0.23928919040127694,0.061535801326953285
MotorVehiclesLicense,NY,1.012092739519798,0.0016233915595675816,-0.19300718810871392,0.06417168470715265,0.304679951632622,0.032678756665849996
MotorVehiclesLicense,OH,0.15238389075697756,0.02874873714103699,0.0017112323284463806,-0.005483860001795983,0.0643996124547274,0.008872148688004955
MotorVehiclesLicense,OK,0.07302954697835791,-0.02908056799108352,-0.203839141351109,0.02320193899821942,-0.15168735130201944,0.008582433007859273
MotorVehiclesLicense,OR,-0.14013314581699418,0.04819274121845317,-0.14930631321058413,0.04941402481745574,-0.14787464068406825,0.0490899439369575
MotorVehiclesLicense,PA,0.16590608587344716,-0.004452664021134999,0.023589656842721154,6.552947152662584e-05,0.045741426021933075,-0.000493688867507409
MotorVehiclesLicense,RI,0.47733846491942444,-0.0041721208030346055,-0.15079004307819238,0.040634956274701595,-0.0888656232822943,0.02847637449426188
MotorVehiclesLicense,SC,-2.5010810221080995,0.31399234155167777,-0.48021537227265304,0.05596797567825236,-0.9713630537369952,0.12227020589699007
MotorVehiclesLicense,SD,0.7079019662712597,-0.07812594822307717,-0.07872218359927106,0.04505125896875302,0.01636351782965443,0.008821793104378094
MotorVehiclesLicense,TN,0.2896967622603985,-0.009078118096427215,-0.04779754847526574,-0.0027273896281021955,0.04281556923553688,-0.0016689375388851224
MotorVehiclesLicense,TX,-0.06331024680612095,0.03078232584799273,-0.13558641774299535,0.031947928990688226,-0.11210410496850234,0.031952934680086545
MotorVehiclesLicense,US,,,,,,
MotorVehiclesLicense,UT,0.0821514421108447,0.009259411982584457,-0.01361179988321152,-0.025698008434412976,-0.006224953108556136,-0.00951680537403059
MotorVehiclesLicense,VA,-0.030180197997501972,0.01921884996030359,-0.1748330236850346,0.03937350094938039,-0.10030116149155173,0.030377323742984866
MotorVehiclesLicense,VT,0.41805383136261337,0.0005140698868829514,-0.032678718659875476,0.0101370039528967,0.04536309392957406,0.01439835073535637
MotorVehiclesLicense,WA,0.6900101313275147,0.024653997520889315,-0.0026222839193156544,0.001970134233800429,0.08534002118236035,0.021891437610040324
MotorVehiclesLicense,WI,-0.06693998018864618,0.010336584038624756,-0.15168200113146552,0.0411679330064234,-0.15318859913231717,0.031799815609913094
