Level: State and Local,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unit:Total (thousands), Nominal,,,,,,,,,,,,,,,,,,,,,,,,,,
State,Year,(R05) Total Taxes,(R06) Property Tax (T01),(R07) NonProperty Taxes,(R08) Tot Sales & Gr Rec Tax,(R09) Total Gen Sales Tax (T09),(R10) Total Select Sales Tax,(R11) Alcoholic Beverage Tax (T10),(R12) Amusement Tax (T11),(R13) Insurance Premium Tax (T12),(R14) Motor Fuels Tax (T13),(R15) Parimutuels Tax (T14),(R16) Public Utility Tax (T15),(R17) Tobacco Tax (T16),(R18) Other Select Sales Tax (T19),(R19) Total License Taxes,(R20) Alcoholic Beverage Lic (T20),(R21) Corporation License (T22),(R22) Motor Veh & Oper Lic,(R23) Motor Vehicle License (T24),(R24) Motor Veh Oper License (T25),(R25) Other License Taxes,(R26) Total Income Taxes,(R27) Individual Income Tax (T40),(R28) Corp Net Income Tax (T41),(R29) Death and Gift Tax (T50),(R30) Taxes NEC
Indiana,2008,"$23,632,475 ","$6,957,696 ","$16,674,779 ","$8,498,132 ","$5,738,829 ","$2,759,303 ","$44,707 ","$820,096 ","$188,794 ","$856,301 ","$4,226 ","$235,624 ","$519,871 ","$89,684 ","$951,296 ","$10,832 ","$3,364 ","$483,198 ","$257,102 ","$226,096 ","$453,902 ","$6,935,283 ","$6,025,789 ","$909,494 ","$165,582 ","$124,486 "
Indiana,2009,"$24,052,967 ","$7,331,681 ","$16,721,286 ","$9,005,798 ","$6,205,638 ","$2,800,160 ","$43,498 ","$883,440 ","$187,410 ","$798,739 ","$3,975 ","$262,461 ","$510,585 ","$110,052 ","$868,251 ","$11,244 ","$3,629 ","$480,577 ","$276,678 ","$203,899 ","$372,801 ","$6,628,602 ","$5,789,628 ","$838,974 ","$185,662 ","$32,973 "
Indiana,2010,"$23,352,684 ","$7,641,801 ","$15,710,883 ","$8,644,704 ","$5,941,044 ","$2,703,660 ","$41,563 ","$875,612 ","$176,426 ","$759,959 ","$4,546 ","$247,481 ","$484,686 ","$113,387 ","$840,565 ","$11,502 ","$10,206 ","$659,345 ","$444,840 ","$214,505 ","$159,512 ","$6,055,914 ","$5,458,567 ","$597,347 ","$133,211 ","$36,489 "
Indiana,2011,"$23,173,571 ","$6,362,931 ","$16,810,640 ","$8,987,737 ","$6,269,721 ","$2,718,016 ","$43,494 ","$866,771 ","$185,439 ","$775,295 ","$4,262 ","$258,572 ","$470,248 ","$113,935 ","$741,615 ","$10,886 ","$11,910 ","$591,134 ","$384,781 ","$206,353 ","$127,685 ","$6,893,787 ","$6,176,580 ","$717,207 ","$148,676 ","$38,825 "
Indiana,2012,"$24,214,442 ","$6,230,427 ","$17,984,015 ","$10,142,745 ","$6,631,954 ","$3,510,791 ","$44,155 ","$831,636 ","$207,419 ","$814,818 ","$3,075 ","$309,499 ","$465,200 ","$834,989 ","$735,191 ","$12,216 ","$7,113 ","$511,730 ","$283,262 ","$228,468 ","$204,132 ","$6,891,922 ","$6,097,414 ","$794,508 ","$175,954 ","$38,203 "
Indiana,2013,"$24,557,566 ","$6,101,345 ","$18,456,221 ","$10,573,255 ","$6,805,069 ","$3,768,186 ","$45,248 ","$756,678 ","$212,272 ","$803,376 ","$2,543 ","$330,636 ","$461,637 ","$1,155,796 ","$757,431 ","$12,940 ","$7,421 ","$538,405 ","$299,436 ","$238,969 ","$198,665 ","$6,928,637 ","$6,147,052 ","$781,585 ","$165,478 ","$31,420 "
Indiana,2014,"$24,578,230 ","$5,938,017 ","$18,640,213 ","$10,806,636 ","$7,003,426 ","$3,803,210 ","$45,955 ","$655,894 ","$223,072 ","$814,549 ","$2,273 ","$328,160 ","$447,561 ","$1,285,746 ","$707,747 ","$13,073 ","$7,045 ","$467,950 ","$260,853 ","$207,097 ","$219,679 ","$7,009,251 ","$6,142,504 ","$866,747 ","$87,712 ","$28,867 "
Indiana,2015,"$25,226,115 ","$6,126,469 ","$19,099,646 ","$10,838,860 ","$7,279,604 ","$3,559,256 ","$46,064 ","$625,155 ","$221,100 ","$832,006 ","$2,186 ","$313,273 ","$439,264 ","$1,080,208 ","$753,300 ","$13,464 ","$9,098 ","$523,391 ","$299,413 ","$223,978 ","$207,347 ","$7,458,853 ","$6,555,281 ","$903,572 ","$4,594 ","$44,039 "
Indiana,2016,"$25,648,443 ","$6,306,361 ","$19,342,082 ","$10,906,160 ","$7,306,331 ","$3,599,829 ","$48,310 ","$611,240 ","$235,024 ","$845,384 ","$1,958 ","$279,537 ","$443,210 ","$1,135,166 ","$810,799 ","$12,871 ","$9,769 ","$577,872 ","$340,543 ","$237,329 ","$210,287 ","$7,573,470 ","$6,539,103 ","$1,034,367 ",$872 ,"$50,781 "
Indiana,2017,"$26,048,225 ","$6,934,506 ","$19,113,719 ","$11,139,784 ","$7,556,509 ","$3,583,275 ","$49,669 ","$597,173 ","$235,171 ","$857,431 ","$5,094 ","$245,120 ","$434,577 ","$1,159,040 ","$799,968 ","$12,611 ","$9,488 ","$579,801 ","$350,112 ","$229,689 ","$198,068 ","$7,082,175 ","$6,056,458 ","$1,025,717 ","$1,571 ","$90,221 "
Iowa,1994,"$6,496,951 ","$2,236,806 ","$4,260,145 ","$2,042,327 ","$1,440,922 ","$601,405 ","$12,484 ","$8,508 ","$103,327 ","$354,145 ","$1,696 ","$9,258 ","$96,202 ","$15,785 ","$395,960 ","$8,332 ","$37,184 ","$266,339 ","$259,672 ","$6,667 ","$84,105 ","$1,702,554 ","$1,528,269 ","$174,285 ","$88,146 ","$31,158 "
Iowa,1995,"$7,007,031 ","$2,453,867 ","$4,553,164 ","$2,157,713 ","$1,524,014 ","$633,699 ","$12,435 ","$26,321 ","$102,058 ","$362,278 ","$2,177 ","$9,414 ","$98,324 ","$20,692 ","$411,641 ","$8,452 ","$31,463 ","$279,724 ","$269,447 ","$10,277 ","$92,002 ","$1,859,610 ","$1,638,935 ","$220,675 ","$89,224 ","$34,976 "
Iowa,1996,"$6,982,600 ","$2,383,595 ","$4,599,005 ","$2,242,689 ","$1,516,146 ","$726,543 ","$12,550 ","$103,472 ","$104,287 ","$367,154 ","$4,432 ","$9,883 ","$99,404 ","$25,361 ","$424,021 ","$8,545 ","$27,146 ","$296,007 ","$280,882 ","$15,125 ","$92,323 ","$1,817,418 ","$1,614,489 ","$202,929 ","$79,885 ","$34,992 "
Iowa,1997,"$7,195,350 ","$2,319,279 ","$4,876,071 ","$2,354,251 ","$1,586,978 ","$767,273 ","$12,479 ","$121,406 ","$105,957 ","$385,652 ","$2,961 ","$10,684 ","$99,814 ","$28,320 ","$432,637 ","$8,400 ","$35,131 ","$285,252 ","$273,740 ","$11,512 ","$103,854 ","$1,966,415 ","$1,745,374 ","$221,041 ","$88,213 ","$34,555 "
Iowa,1998,"$7,458,719 ","$2,415,825 ","$5,042,894 ","$2,385,438 ","$1,638,830 ","$746,608 ","$11,497 ","$136,148 ","$108,869 ","$325,732 ","$3,144 ","$13,212 ","$100,155 ","$47,851 ","$464,786 ","$8,336 ","$37,488 ","$315,049 ","$307,153 ","$7,896 ","$103,913 ","$2,066,025 ","$1,869,184 ","$196,841 ","$90,963 ","$35,682 "
Iowa,1999,"$7,673,090 ","$2,532,735 ","$5,140,355 ","$2,559,937 ","$1,771,920 ","$788,017 ","$11,916 ","$153,763 ","$114,345 ","$340,767 ","$3,349 ","$14,917 ","$98,305 ","$50,655 ","$479,626 ","$8,289 ","$32,874 ","$335,850 ","$325,229 ","$10,621 ","$102,613 ","$1,989,238 ","$1,754,698 ","$234,540 ","$72,836 ","$38,718 "
Iowa,2000,"$8,090,525 ","$2,599,313 ","$5,491,212 ","$2,697,588 ","$1,893,062 ","$804,526 ","$12,265 ","$176,560 ","$120,212 ","$346,461 ","$3,267 ","$13,431 ","$96,982 ","$35,348 ","$505,902 ","$7,976 ","$33,363 ","$363,334 ","$349,059 ","$14,275 ","$101,229 ","$2,142,871 ","$1,928,266 ","$214,605 ","$99,487 ","$45,364 "
Iowa,2002,"$8,330,414 ","$2,877,921 ","$5,452,493 ","$2,886,338 ","$2,016,193 ","$870,145 ","$12,508 ","$202,485 ","$135,582 ","$343,147 ","$3,266 ","$36,154 ","$94,480 ","$42,523 ","$534,465 ","$8,756 ","$32,494 ","$386,417 ","$378,330 ","$8,087 ","$106,798 ","$1,902,798 ","$1,814,488 ","$88,310 ","$79,507 ","$49,385 "
Iowa,2004,"$9,018,748 ","$3,188,869 ","$5,829,879 ","$3,011,578 ","$2,035,321 ","$976,257 ","$12,709 ","$213,522 ","$138,229 ","$429,311 ","$3,241 ","$43,033 ","$94,282 ","$41,930 ","$591,170 ","$8,710 ","$38,999 ","$412,427 ","$393,327 ","$19,100 ","$131,034 ","$2,100,436 ","$2,010,610 ","$89,826 ","$67,896 ","$58,799 "
Iowa,2005,"$9,704,913 ","$3,302,317 ","$6,402,596 ","$3,155,247 ","$2,159,655 ","$995,592 ","$14,062 ","$222,549 ","$131,183 ","$438,322 ","$7,060 ","$53,409 ","$96,077 ","$32,930 ","$647,450 ","$9,394 ","$37,536 ","$412,037 ","$398,295 ","$13,742 ","$188,483 ","$2,499,367 ","$2,312,898 ","$186,469 ","$77,003 ","$23,529 "
Iowa,2006,"$10,253,364 ","$3,388,882 ","$6,864,482 ","$3,342,000 ","$2,272,273 ","$1,069,727 ","$14,269 ","$253,474 ","$121,428 ","$441,867 ","$4,846 ","$99,651 ","$98,936 ","$35,256 ","$657,457 ","$9,878 ","$37,851 ","$422,591 ","$411,634 ","$10,957 ","$187,137 ","$2,767,867 ","$2,482,891 ","$284,976 ","$71,640 ","$25,518 "
Iowa,2007,"$10,911,293 ","$3,605,055 ","$7,306,238 ","$3,458,103 ","$2,320,659 ","$1,137,444 ","$14,237 ","$276,921 ","$105,223 ","$447,484 ","$5,676 ","$115,921 ","$135,207 ","$36,775 ","$678,216 ","$10,521 ","$35,742 ","$425,378 ","$418,514 ","$6,864 ","$206,575 ","$3,066,550 ","$2,741,473 ","$325,077 ","$77,750 ","$25,619 "
Iowa,2008,"$11,523,582 ","$3,708,059 ","$7,815,523 ","$3,728,361 ","$2,431,181 ","$1,297,180 ","$14,449 ","$294,467 ","$111,647 ","$442,183 ","$4,102 ","$137,812 ","$252,857 ","$39,663 ","$702,082 ","$10,722 ","$39,825 ","$436,819 ","$421,819 ","$15,000 ","$214,716 ","$3,278,746 ","$2,931,498 ","$347,248 ","$79,783 ","$26,551 "
Iowa,2009,"$11,997,612 ","$4,038,699 ","$7,958,913 ","$4,081,917 ","$2,818,280 ","$1,263,637 ","$14,704 ","$289,867 ","$90,035 ","$434,243 ","$3,778 ","$151,912 ","$238,153 ","$40,945 ","$722,611 ","$11,033 ","$30,855 ","$462,071 ","$443,726 ","$18,345 ","$218,652 ","$3,062,314 ","$2,797,949 ","$264,365 ","$72,562 ","$19,509 "
Iowa,2010,"$12,018,102 ","$4,227,412 ","$7,790,690 ","$4,004,173 ","$2,739,946 ","$1,264,227 ","$14,488 ","$279,413 ","$88,571 ","$437,763 ","$3,913 ","$165,246 ","$232,573 ","$42,260 ","$761,451 ","$11,817 ","$33,072 ","$498,408 ","$483,980 ","$14,428 ","$218,154 ","$2,938,687 ","$2,746,549 ","$192,138 ","$68,358 ","$18,021 "
Iowa,2011,"$12,717,076 ","$4,436,414 ","$8,280,662 ","$4,207,487 ","$2,902,928 ","$1,304,559 ","$14,273 ","$276,657 ","$97,098 ","$447,992 ","$3,918 ","$169,903 ","$226,693 ","$68,025 ","$796,678 ","$12,289 ","$39,426 ","$530,909 ","$520,227 ","$10,682 ","$214,054 ","$3,193,802 ","$2,943,530 ","$250,272 ","$65,535 ","$17,160 "
Iowa,2012,"$13,564,725 ","$4,540,628 ","$9,024,097 ","$4,557,125 ","$3,214,631 ","$1,342,494 ","$14,727 ","$294,886 ","$101,406 ","$440,161 ","$4,054 ","$190,055 ","$225,499 ","$71,706 ","$816,066 ","$14,210 ","$34,710 ","$548,609 ","$540,547 ","$8,062 ","$218,537 ","$3,552,414 ","$3,126,638 ","$425,776 ","$79,670 ","$18,822 "
Iowa,2013,"$14,042,964 ","$4,645,316 ","$9,397,648 ","$4,451,197 ","$3,130,179 ","$1,321,018 ","$13,865 ","$270,659 ","$104,885 ","$440,365 ","$3,996 ","$186,789 ","$226,300 ","$74,159 ","$872,353 ","$14,564 ","$43,938 ","$575,170 ","$560,933 ","$14,237 ","$238,681 ","$3,968,686 ","$3,540,132 ","$428,554 ","$86,785 ","$18,627 "
Iowa,2014,"$14,053,242 ","$4,738,219 ","$9,315,023 ","$4,620,364 ","$3,260,488 ","$1,359,876 ","$14,187 ","$282,713 ","$105,532 ","$452,596 ","$3,962 ","$199,260 ","$225,375 ","$76,251 ","$884,027 ","$14,886 ","$35,438 ","$590,091 ","$568,224 ","$21,867 ","$243,612 ","$3,700,989 ","$3,312,290 ","$388,699 ","$90,791 ","$18,852 "
Iowa,2015,"$14,804,910 ","$4,849,083 ","$9,955,827 ","$4,845,115 ","$3,357,874 ","$1,487,241 ","$22,686 ","$288,085 ","$109,593 ","$541,813 ","$3,865 ","$213,179 ","$223,069 ","$84,951 ","$958,125 ","$15,321 ","$42,286 ","$635,585 ","$614,714 ","$20,871 ","$264,933 ","$4,039,087 ","$3,575,849 ","$463,238 ","$89,807 ","$23,693 "
Iowa,2016,"$15,297,255 ","$4,955,004 ","$10,342,251 ","$5,178,020 ","$3,480,691 ","$1,697,329 ","$22,423 ","$298,017 ","$119,571 ","$689,693 ","$3,666 ","$242,425 ","$227,901 ","$93,633 ","$1,016,871 ","$15,477 ","$46,695 ","$648,490 ","$631,740 ","$16,750 ","$306,209 ","$4,033,240 ","$3,656,375 ","$376,865 ","$88,759 ","$25,361 "
Iowa,2017,"$15,693,194 ","$5,131,855 ","$10,561,339 ","$5,214,170 ","$3,546,697 ","$1,667,473 ","$22,535 ","$300,172 ","$113,469 ","$674,603 ","$4,286 ","$234,143 ","$220,938 ","$97,327 ","$1,041,021 ","$15,456 ","$45,765 ","$673,040 ","$658,596 ","$14,444 ","$306,760 ","$4,190,621 ","$3,758,601 ","$432,020 ","$84,649 ","$30,878 "
Kansas,1994,"$5,900,338 ","$1,852,141 ","$4,048,197 ","$2,171,074 ","$1,557,554 ","$613,520 ","$58,227 ","$1,077 ","$95,619 ","$284,490 ","$8,299 ","$91,087 ","$54,097 ","$20,624 ","$189,263 ","$2,724 ","$17,307 ","$124,639 ","$116,774 ","$7,865 ","$44,593 ","$1,449,221 ","$1,194,329 ","$254,892 ","$87,592 ","$151,047 "
Kansas,1995,"$6,077,325 ","$1,933,446 ","$4,143,879 ","$2,263,249 ","$1,645,331 ","$617,918 ","$59,134 ","$1,076 ","$95,818 ","$286,115 ","$6,403 ","$92,200 ","$54,952 ","$22,220 ","$201,313 ","$2,084 ","$17,962 ","$134,672 ","$125,471 ","$9,201 ","$46,595 ","$1,494,398 ","$1,232,990 ","$261,408 ","$56,604 ","$128,315 "
Kansas,1996,"$6,372,806 ","$1,986,586 ","$4,386,220 ","$2,325,163 ","$1,690,198 ","$634,965 ","$61,004 ","$1,053 ","$97,403 ","$295,872 ","$5,232 ","$94,267 ","$55,284 ","$24,850 ","$205,064 ","$2,021 ","$19,603 ","$136,805 ","$127,275 ","$9,530 ","$46,635 ","$1,632,127 ","$1,377,254 ","$254,873 ","$98,704 ","$125,162 "
Kansas,1997,"$6,762,663 ","$2,089,168 ","$4,673,495 ","$2,438,443 ","$1,796,842 ","$641,601 ","$63,473 ","$1,055 ","$89,604 ","$305,896 ","$4,090 ","$96,294 ","$56,034 ","$25,155 ","$213,644 ","$2,074 ","$21,303 ","$140,086 ","$130,670 ","$9,416 ","$50,181 ","$1,803,896 ","$1,512,816 ","$291,080 ","$76,029 ","$141,483 "
Kansas,1998,"$7,375,179 ","$2,150,319 ","$5,224,860 ","$2,741,971 ","$2,054,564 ","$687,407 ","$66,262 ",$958 ,"$95,616 ","$332,909 ","$4,032 ","$103,369 ","$55,364 ","$28,897 ","$216,523 ","$2,121 ","$23,702 ","$140,128 ","$129,568 ","$10,560 ","$50,572 ","$2,049,897 ","$1,743,983 ","$305,914 ","$88,651 ","$127,818 "
Kansas,1999,"$7,292,434 ","$2,115,021 ","$5,177,413 ","$2,823,797 ","$2,153,929 ","$669,868 ","$70,280 ",$980 ,"$78,262 ","$326,001 ","$4,118 ","$102,653 ","$54,550 ","$33,024 ","$237,201 ","$2,167 ","$24,819 ","$158,987 ","$146,960 ","$12,027 ","$51,228 ","$1,950,115 ","$1,696,275 ","$253,840 ","$70,239 ","$96,061 "
Kansas,2000,"$7,616,353 ","$2,173,302 ","$5,443,051 ","$2,885,814 ","$2,211,216 ","$674,598 ","$73,546 ",$908 ,"$70,139 ","$356,344 ","$4,239 ","$98,421 ","$52,898 ","$18,103 ","$239,120 ","$2,200 ","$27,048 ","$159,286 ","$145,951 ","$13,335 ","$50,586 ","$2,134,042 ","$1,861,610 ","$272,432 ","$62,888 ","$121,187 "
Kansas,2002,"$7,974,975 ","$2,524,888 ","$5,450,087 ","$3,066,260 ","$2,294,733 ","$771,527 ","$81,834 ",$681 ,"$96,894 ","$376,594 ","$3,812 ","$121,972 ","$52,342 ","$37,398 ","$233,425 ","$2,281 ","$28,576 ","$157,129 ","$145,251 ","$11,878 ","$45,439 ","$1,976,779 ","$1,854,848 ","$121,931 ","$48,082 ","$125,541 "
Kansas,2004,"$9,241,973 ","$3,246,616 ","$5,995,357 ","$3,427,052 ","$2,482,686 ","$944,366 ","$87,637 ",$651 ,"$121,827 ","$434,158 ","$3,531 ","$126,610 ","$124,586 ","$45,366 ","$277,825 ","$2,460 ","$47,170 ","$179,544 ","$164,703 ","$14,841 ","$48,651 ","$2,082,139 ","$1,915,530 ","$166,609 ","$48,064 ","$160,277 "
Kansas,2005,"$9,459,880 ","$3,105,500 ","$6,354,380 ","$3,498,232 ","$2,549,138 ","$949,094 ","$90,244 ",$585 ,"$122,027 ","$433,397 ","$3,216 ","$130,323 ","$123,978 ","$45,324 ","$335,211 ","$2,731 ","$50,898 ","$191,239 ","$172,104 ","$19,135 ","$90,343 ","$2,327,881 ","$2,079,782 ","$248,099 ","$49,681 ","$143,375 "
Kansas,2006,"$10,444,855 ","$3,267,231 ","$7,177,624 ","$3,817,125 ","$2,828,945 ","$988,180 ","$95,867 ",$583 ,"$127,819 ","$432,530 ","$3,006 ","$155,647 ","$122,991 ","$49,737 ","$348,859 ","$2,779 ","$52,910 ","$198,380 ","$178,798 ","$19,582 ","$94,790 ","$2,783,344 ","$2,402,085 ","$381,259 ","$51,784 ","$176,512 "
Kansas,2007,"$11,353,210 ","$3,458,776 ","$7,894,434 ","$4,021,552 ","$3,016,119 ","$1,005,433 ","$101,260 ",$535 ,"$129,841 ","$431,394 ","$2,760 ","$168,131 ","$120,587 ","$50,925 ","$362,513 ","$2,913 ","$56,152 ","$199,179 ","$179,461 ","$19,718 ","$104,269 ","$3,274,029 ","$2,746,602 ","$527,427 ","$55,620 ","$180,720 "
Kansas,2008,"$11,873,774 ","$3,685,439 ","$8,188,335 ","$4,087,955 ","$3,059,541 ","$1,028,414 ","$106,299 ",$500 ,"$133,913 ","$431,755 ","$1,948 ","$176,972 ","$118,253 ","$58,774 ","$363,942 ","$2,919 ","$54,786 ","$203,813 ","$186,543 ","$17,270 ","$102,424 ","$3,475,289 ","$2,947,278 ","$528,011 ","$44,247 ","$216,902 "
Kansas,2009,"$11,582,454 ","$3,898,648 ","$7,683,806 ","$4,014,768 ","$2,981,094 ","$1,033,674 ","$111,589 ",$515 ,"$136,544 ","$422,865 ",$265 ,"$185,314 ","$112,943 ","$63,639 ","$359,242 ","$2,933 ","$50,352 ","$202,832 ","$187,295 ","$15,537 ","$103,125 ","$3,105,145 ","$2,734,256 ","$370,889 ","$22,530 ","$182,121 "
Kansas,2010,"$11,403,432 ","$3,919,132 ","$7,484,300 ","$3,932,741 ","$2,903,508 ","$1,029,233 ","$111,405 ",$455 ,"$138,768 ","$424,703 ",$13 ,"$188,845 ","$106,181 ","$58,863 ","$357,753 ","$3,058 ","$45,343 ","$209,827 ","$191,605 ","$18,222 ","$99,525 ","$3,042,924 ","$2,690,505 ","$352,419 ","$8,396 ","$142,486 "
Kansas,2011,"$11,774,540 ","$3,923,262 ","$7,851,278 ","$4,366,257 ","$3,285,410 ","$1,080,847 ","$113,247 ",$444 ,"$159,824 ","$436,855 ",$11 ,"$206,464 ","$102,496 ","$61,506 ","$388,454 ","$3,640 ","$42,352 ","$225,714 ","$204,233 ","$21,481 ","$116,748 ","$2,939,144 ","$2,692,626 ","$246,518 ",$229 ,"$157,194 "
Kansas,2012,"$12,506,214 ","$3,924,411 ","$8,581,803 ","$4,818,981 ","$3,715,109 ","$1,103,872 ","$118,202 ",$389 ,"$166,405 ","$435,049 ",$0 ,"$214,463 ","$103,639 ","$65,725 ","$379,317 ","$4,800 ","$21,180 ","$227,064 ","$205,564 ","$21,500 ","$126,273 ","$3,211,165 ","$2,893,587 ","$317,578 ",$694 ,"$171,646 "
Kansas,2013,"$12,854,815 ","$4,060,129 ","$8,794,686 ","$4,885,963 ","$3,802,112 ","$1,083,851 ","$119,462 ",$391 ,"$174,531 ","$415,352 ",$0 ,"$204,027 ","$98,985 ","$71,103 ","$447,590 ","$3,467 ",$0 ,"$248,420 ","$227,164 ","$21,256 ","$195,703 ","$3,342,812 ","$2,958,259 ","$384,553 ",$0 ,"$118,321 "
Kansas,2014,"$12,746,191 ","$4,164,276 ","$8,581,915 ","$5,100,547 ","$3,936,547 ","$1,164,000 ","$126,861 ",$343 ,"$198,355 ","$441,843 ",$0 ,"$219,345 ","$97,813 ","$79,440 ","$468,083 ","$3,778 ","$63,582 ","$253,361 ","$233,739 ","$19,622 ","$147,362 ","$2,843,713 ","$2,513,532 ","$330,181 ",$136 ,"$169,436 "
Kansas,2015,"$12,831,756 ","$4,190,190 ","$8,641,566 ","$5,272,719 ","$4,080,826 ","$1,191,893 ","$132,589 ",$646 ,"$211,766 ","$439,045 ",$0 ,"$226,053 ","$96,303 ","$85,491 ","$456,725 ","$2,783 ","$22,556 ","$263,472 ","$252,158 ","$11,314 ","$167,914 ","$2,723,181 ","$2,264,875 ","$458,306 ",$0 ,"$188,941 "
Kansas,2016,"$13,278,912 ","$4,387,045 ","$8,891,867 ","$5,689,076 ","$4,330,181 ","$1,358,895 ","$133,709 ",$690 ,"$305,631 ","$450,633 ",$0 ,"$231,564 ","$146,552 ","$90,116 ","$483,578 ","$3,930 ","$27,173 ","$265,997 ","$245,808 ","$20,189 ","$186,478 ","$2,625,480 ","$2,233,603 ","$391,877 ",$1 ,"$93,732 "
Kansas,2017,"$13,484,802 ","$4,482,188 ","$9,002,614 ","$5,669,491 ","$4,303,685 ","$1,365,806 ","$137,801 ",$509 ,"$310,420 ","$458,008 ",$113 ,"$227,616 ","$138,698 ","$92,641 ","$523,493 ","$2,932 ","$19,732 ","$287,135 ","$254,378 ","$32,757 ","$213,694 ","$2,716,002 ","$2,329,036 ","$386,966 ",$0 ,"$93,628 "
Kentucky,1994,"$7,385,875 ","$1,219,300 ","$6,166,575 ","$2,859,940 ","$1,560,091 ","$1,299,849 ","$60,260 ",$240 ,"$260,391 ","$380,406 ","$15,548 ","$115,162 ","$17,151 ","$450,691 ","$342,649 ","$2,125 ","$82,226 ","$185,206 ","$176,008 ","$9,198 ","$73,092 ","$2,420,640 ","$2,151,573 ","$269,067 ","$76,135 ","$467,211 "
Kentucky,1995,"$8,108,993 ","$1,314,327 ","$6,794,666 ","$3,071,132 ","$1,680,525 ","$1,390,607 ","$62,051 ",$293 ,"$270,449 ","$397,014 ","$20,632 ","$117,323 ","$18,191 ","$504,654 ","$390,338 ","$2,420 ","$97,666 ","$188,588 ","$179,306 ","$9,282 ","$101,664 ","$2,756,511 ","$2,415,599 ","$340,912 ","$79,512 ","$497,173 "
Kentucky,1996,"$8,413,338 ","$1,410,855 ","$7,002,483 ","$3,211,139 ","$1,784,031 ","$1,427,108 ","$64,070 ",$258 ,"$266,986 ","$401,327 ","$21,288 ","$124,842 ","$18,844 ","$529,493 ","$397,256 ","$2,277 ","$91,200 ","$193,137 ","$183,868 ","$9,269 ","$110,642 ","$2,836,421 ","$2,551,688 ","$284,733 ","$81,441 ","$476,226 "
Kentucky,1997,"$8,895,688 ","$1,527,908 ","$7,367,780 ","$3,352,195 ","$1,882,770 ","$1,469,425 ","$65,311 ",$207 ,"$275,681 ","$406,573 ","$18,614 ","$136,881 ","$19,790 ","$546,368 ","$447,863 ","$1,996 ","$148,378 ","$181,735 ","$173,513 ","$8,222 ","$115,754 ","$3,072,564 ","$2,779,811 ","$292,753 ","$95,287 ","$399,871 "
Kentucky,1998,"$9,355,335 ","$1,568,380 ","$7,786,955 ","$3,428,684 ","$1,983,034 ","$1,445,650 ","$67,217 ",$211 ,"$216,018 ","$414,119 ","$18,078 ","$146,078 ","$18,216 ","$565,713 ","$469,274 ","$2,072 ","$149,152 ","$204,416 ","$194,777 ","$9,639 ","$113,634 ","$3,393,212 ","$3,059,546 ","$333,666 ","$105,538 ","$390,247 "
Kentucky,1999,"$9,760,823 ","$1,666,329 ","$8,094,494 ","$3,567,810 ","$2,087,740 ","$1,480,070 ","$69,144 ",$241 ,"$212,762 ","$444,701 ","$26,755 ","$147,577 ","$17,670 ","$561,220 ","$515,647 ","$4,048 ","$173,473 ","$218,225 ","$211,593 ","$6,632 ","$119,901 ","$3,533,084 ","$3,221,017 ","$312,067 ","$81,483 ","$396,470 "
Kentucky,2000,"$10,172,414 ","$1,721,607 ","$8,450,807 ","$3,686,138 ","$2,171,723 ","$1,514,415 ","$68,959 ",$221 ,"$226,812 ","$440,258 ","$20,738 ","$155,527 ","$17,022 ","$584,878 ","$554,231 ","$4,113 ","$192,560 ","$219,272 ","$208,476 ","$10,796 ","$138,286 ","$3,754,795 ","$3,448,345 ","$306,450 ","$74,490 ","$381,153 "
Kentucky,2002,"$10,780,757 ","$1,977,011 ","$8,803,746 ","$3,942,387 ","$2,312,322 ","$1,630,065 ","$72,545 ",$260 ,"$258,313 ","$461,333 ","$17,774 ","$178,957 ","$16,828 ","$624,055 ","$562,784 ","$5,283 ","$180,805 ","$225,811 ","$213,877 ","$11,934 ","$150,885 ","$3,798,482 ","$3,496,353 ","$302,129 ","$85,410 ","$414,683 "
Kentucky,2004,"$11,460,494 ","$2,136,455 ","$9,324,039 ","$4,313,337 ","$2,477,717 ","$1,835,620 ","$79,104 ",$232 ,"$331,903 ","$476,605 ","$15,466 ","$207,280 ","$20,627 ","$704,403 ","$545,070 ","$5,104 ","$198,245 ","$219,109 ","$207,904 ","$11,205 ","$122,612 ","$4,010,930 ","$3,629,392 ","$381,538 ","$67,679 ","$387,023 "
Kentucky,2005,"$12,261,812 ","$2,246,867 ","$10,014,945 ","$4,649,379 ","$2,605,165 ","$2,044,214 ","$81,751 ",$195 ,"$357,504 ","$496,340 ","$14,325 ","$221,594 ","$37,727 ","$834,778 ","$624,850 ","$11,113 ","$198,600 ","$211,831 ","$198,552 ","$13,279 ","$203,306 ","$4,270,736 ","$3,792,231 ","$478,505 ","$63,175 ","$406,805 "
Kentucky,2006,"$13,324,218 ","$2,435,367 ","$10,888,851 ","$4,878,055 ","$2,748,643 ","$2,129,412 ","$97,582 ",$230 ,"$297,919 ","$533,534 ","$5,974 ","$264,815 ","$193,242 ","$736,116 ","$593,214 ","$10,952 ","$104,173 ","$226,156 ","$204,810 ","$21,346 ","$251,933 ","$5,038,726 ","$3,921,908 ","$1,116,818 ","$45,990 ","$332,866 "
